Date,Site_ID,YSI_Depth_m,Temp_C,DO_%,DO_mgL,SPC_uScm,pH,Nitrate,Secchi_m,WaterDepth_m,Notes
20220726,GRY_P3,5,23.5,123.5,10.48,604,8.45,NA,2.5146,10.63752,
20220726,GRY_P3,5.5,23.4,123.4,10.46,604,8.44,NA,2.5146,10.63752,
20220726,GRY_P3,6,23.4,123.9,10.5,604,8.44,NA,2.5146,10.63752,
20220726,GRY_P3,6.5,23.4,123.4,10.48,604,8.44,NA,2.5146,10.63752,
20220726,GRY_P3,7,23.3,119.8,10.24,604,8.43,NA,2.5146,10.63752,
20220726,GRY_P3,7.5,23.2,113.7,9.67,605,8.4,NA,2.5146,10.63752,
20220727,ALS_P2,0,20.2,96.5,8.71,1498,8.85,NA,4.672,4.4196,
20220727,ALS_P2,0.5,20.1,96.2,8.68,1498,8.85,NA,4.672,4.4196,
20220727,ALS_P2,1,20.1,96,8.66,1498,8.85,NA,4.672,4.4196,
20220727,ALS_P2,1.5,20,93.5,8.47,1498,8.85,NA,4.672,4.4196,
20220727,ALS_P2,2,19.9,95,8.62,1498,8.85,NA,4.672,4.4196,
20220727,ALS_P2,2.5,19.9,95.4,8.67,1498,8.85,NA,4.672,4.4196,
20220727,ALS_P2,3,19.7,88.3,8.06,1498,8.83,NA,4.672,4.4196,
20220727,ALS_P2,3.5,19.3,84.5,7.73,1499,8.82,NA,4.672,4.4196,
20220727,ALS_P2,4,19.1,77,7.08,1498,8.8,NA,4.672,4.4196,hit bottom 
20220727,ALS_P1,0,20,97.1,8.79,1501,8.87,NA,2.286,2.286,
20220727,ALS_P1,0.5,20,69.8,8.77,1500,8.85,NA,2.286,2.286,
20220727,ALS_P1,1,20,97.3,8.83,1500,8.84,NA,2.286,2.286,
20220727,ALS_P1,1.5,19.9,98.8,9.05,1499,8.85,NA,2.286,2.286,
20220727,ALS_P1,2,19.2,100.2,9.19,1502,8.86,NA,2.286,2.286,
20220727,ALS_P1,2.5,NA,NA,NA,NA,NA,NA,2.286,2.286,Hit bottom 
20220727,ALS_P1,3,NA,NA,NA,NA,NA,NA,2.286,2.286,
20220727,ALS_P1,3.5,NA,NA,NA,NA,NA,NA,2.286,2.286,
20220727,ALS_P3,0,20.2,91.5,8.25,1498,8.85,NA,2.8956,2.8956,
20220727,ALS_P3,0.5,20.2,91.8,8.28,1499,8.85,NA,2.8956,2.8956,
20220727,ALS_P3,1,20.2,91.7,8.27,1498,8.85,NA,2.8956,2.8956,
20220727,ALS_P3,1.5,20.2,92.8,8.39,1498,8.85,NA,2.8956,2.8956,
20220727,ALS_P3,2,20.2,96.3,8.68,1498,8.85,NA,2.8956,2.8956,
20220727,ALS_P3,2.5,20.1,100.2,9.38,1497,8.86,NA,2.8956,2.8956,
20220727,ALS_P3,3,20,104.9,9.58,1497,8.87,NA,2.8956,2.8956,
20220727,ALS_P3,3.5,NA,NA,NA,NA,NA,NA,2.8956,2.8956,"Hit bottom, very well mixed (increase in DO near bottom likely due to aqautic veg) "
20220728,SAR_P1,0,21.6,96.5,8.49,385.1,8.33,NA,0.9906,2.92608,
20220728,SAR_P1,0.5,21.5,96,8.44,385.8,8.3,NA,0.9906,2.92608,
20220728,SAR_P1,1,21.1,95.8,8.51,385.1,8.29,NA,0.9906,2.92608,
20220728,SAR_P1,1.5,20.7,94.1,8.42,384.7,8.28,NA,0.9906,2.92608,
20220728,SAR_P1,2,20.7,93.2,8.35,384.8,8.25,NA,0.9906,2.92608,
20220728,SAR_P1,2.5,20.2,92,8.21,385.6,8.23,NA,0.9906,2.92608,Hit bottom 
20220728,SAR_P1,3,NA,NA,NA,NA,NA,NA,0.9906,2.92608,
20220728,SAR_P1,3.5,NA,NA,NA,NA,NA,NA,0.9906,2.92608,
20220728,SAR_P2,0,21.4,99.2,8.76,393.6,8.32,NA,0.4572,3.6576,
20220728,SAR_P2,0.5,21.2,98.9,8.77,393.2,8.31,NA,0.4572,3.6576,
20220728,SAR_P2,1,20.8,97.9,8.77,392.9,8.3,NA,0.4572,3.6576,
20220728,SAR_P2,1.5,20.5,94,8.45,392.8,8.26,NA,0.4572,3.6576,
20220728,SAR_P2,2,20.5,93,8.37,393,8.25,NA,0.4572,3.6576,
20220728,SAR_P2,2.5,20.4,90.5,8.14,393.3,8.23,NA,0.4572,3.6576,
20220728,SAR_P2,3,20.4,89.1,8,393.4,8.22,NA,0.4572,3.6576,Hit bottom or close 
20220728,SAR_P2,3.5,20.1,73.8,8.68,394.8,8.16,NA,0.4572,3.6576,
20220728,SAR_P3,0,21,94.5,8.44,395.8,8.34,NA,0.6858,2.5908,
20220728,SAR_P3,0.5,20.8,93,8.85,393.5,8.33,NA,0.6858,2.5908,
20220728,SAR_P3,1,20.4,93,8.38,393,8.32,NA,0.6858,2.5908,
20220728,SAR_P3,1.5,20.3,92.2,8.31,393.1,8.31,NA,0.6858,2.5908,
20220728,SAR_P3,2,20.2,91.5,8.28,392.9,8.29,NA,0.6858,2.5908,
20220728,SAR_P3,2.5,20.2,87.5,7.93,393.2,8.25,NA,0.6858,2.5908,
20220728,SAR_P3,3,20.1,80.6,7.35,392.4,8.18,NA,0.6858,2.5908,Hit bottom 
20220728,SAR_P3,3.5,NA,NA,NA,NA,NA,NA,0.6858,2.5908,
20220812,ALS_P1,0,20.8,116.1,10.29,3033,8.96,NA,2.4384,2.4384,
20220812,ALS_P1,0.5,20.8,116.2,10.3,3034,8.98,NA,2.4384,2.4384,
20220812,ALS_P1,1,20.8,115.5,10.23,3035,8.99,NA,2.4384,2.4384,
20220812,ALS_P1,1.5,20.8,114.5,10.15,3035,8.99,NA,2.4384,2.4384,
20220812,ALS_P1,2,20.8,115.6,10.25,3034,9.01,NA,2.4384,2.4384,
20220812,ALS_P1,2.5,20.9,112.4,9.98,3035,8.99,NA,2.4384,2.4384,Hit bottom at 2.75m
20220812,ALS_P1,3,NA,NA,NA,NA,NA,NA,2.4384,2.4384,
20220812,ALS_P2,0,20.7,112.8,10.03,3033,8.98,NA,3.9624,4.93296,
20220812,ALS_P2,0.5,20.7,113.2,10.06,3033,8.99,NA,3.9624,4.93296,
20220812,ALS_P2,1,20.7,113,10.04,3033,8.99,NA,3.9624,4.93296,
20220812,ALS_P2,1.5,20.7,113,10.04,3032,8.98,NA,3.9624,4.93296,
20220812,ALS_P2,2,20.7,112.9,10.03,3032,8.98,NA,3.9624,4.93296,
20220812,ALS_P2,2.5,20.7,113.1,10.05,3033,8.98,NA,3.9624,4.93296,
20220812,ALS_P2,3,20.7,110.8,9.85,3033,8.97,NA,3.9624,4.93296,
20220812,ALS_P2,3.5,20.7,105.4,9.37,3033,8.96,NA,3.9624,4.93296,
20220812,ALS_P2,4,20.6,96.5,8.61,3034,8.93,NA,3.9624,4.93296,
20220812,ALS_P3,0,20.6,109.1,9.71,3031,8.98,NA,2.7432,3.07848,
20220812,ALS_P3,0.5,20.6,109,9.7,3031,8.98,NA,2.7432,3.07848,
20220812,ALS_P3,1,20.6,108.2,9.63,3031,8.98,NA,2.7432,3.07848,
20220812,ALS_P3,1.5,20.6,107.7,9.59,3031,8.97,NA,2.7432,3.07848,
20220812,ALS_P3,2,20.5,104.9,9.36,3035,8.96,NA,2.7432,3.07848,
20220812,ALS_P3,2.5,20.5,104,9.28,3035,8.96,NA,2.7432,3.07848,
20220812,ALS_P3,3,20.4,91.9,8.23,3036,8.93,NA,2.7432,3.07848,
20220812,ALS_P3,3.5,NA,NA,NA,NA,NA,NA,2.7432,3.07848,Hit bottom 
20220812,SAR_P1,0,23.1,110.9,9.49,149,8.51,NA,0.762,2.5908,
20220812,SAR_P1,0.5,22.5,110.6,9.56,416.8,8.47,NA,0.762,2.5908,
20220812,SAR_P1,1,22,108.9,9.54,417,8.48,NA,0.762,2.5908,
20220812,SAR_P1,1.5,21.7,108.5,9.54,415.9,8.43,NA,0.762,2.5908,
20220812,SAR_P1,2,21.5,95.8,8.42,416.6,8.36,NA,0.762,2.5908,
20220812,SAR_P1,2.5,21.1,80.6,7.16,418,8.3,NA,0.762,2.5908,
20220812,SAR_P1,3,NA,NA,NA,NA,NA,NA,0.762,2.5908,Hit bottom 
20220812,SAR_P1,3.5,NA,NA,NA,NA,NA,NA,0.762,2.5908,
20220812,SAR_P2,0,23.4,105,8.92,430.3,8.37,NA,0.6096,3.5052,
20220812,SAR_P2,0.5,22.9,104.3,8.93,428.4,8.38,NA,0.6096,3.5052,
20220812,SAR_P2,1,21.9,101.4,8.88,429.2,8.41,NA,0.6096,3.5052,
20220812,SAR_P2,1.5,21.4,98.6,8.72,429.1,8.39,NA,0.6096,3.5052,
20220812,SAR_P2,2,21.3,97.2,8.61,428.7,8.35,NA,0.6096,3.5052,
20220812,SAR_P2,2.5,21.2,72.5,6.43,432.2,8.32,NA,0.6096,3.5052,
20220812,SAR_P2,3,21.1,72.2,6.41,432.1,8.2,NA,0.6096,3.5052,
20220812,SAR_P2,3.5,NA,NA,NA,NA,NA,NA,0.6096,3.5052,
20220812,SAR_P3,0,22.2,100,8.7,429.1,8.3,NA,0.6858,2.4384,
20220812,SAR_P3,0.5,22.1,99.6,8.69,429.3,8.32,NA,0.6858,2.4384,
20220812,SAR_P3,1,21.5,98.4,8.67,429,8.33,NA,0.6858,2.4384,
20220812,SAR_P3,1.5,21.2,99.4,8.79,428.5,8.34,NA,0.6858,2.4384,
20220812,SAR_P3,2,21,99.7,8.88,428.9,8.35,NA,0.6858,2.4384,Hit bottom 
20220812,SAR_P3,2.5,NA,NA,NA,NA,NA,NA,0.6858,2.4384,
20220812,SAR_P3,3,NA,NA,NA,NA,NA,NA,0.6858,2.4384,
20220812,SAR_P3,3.5,NA,NA,NA,NA,NA,NA,0.6858,2.4384,
20220815,GRN_P1,0,20.1,97.8,8.85,111.8,7.26,NA,2.7432,11.43,
20220815,GRN_P1,0.5,20.2,97.2,8.8,111.9,7.46,NA,2.7432,11.43,
20220815,GRN_P1,1,20.2,97.1,8.79,111.9,7.55,NA,2.7432,11.43,
20220815,GRN_P1,1.5,20.2,97.3,8.87,111.9,7.61,NA,2.7432,11.43,
20220815,GRN_P1,2,20.2,97.4,8.82,111.9,7.65,NA,2.7432,11.43,
20220815,GRN_P1,2.5,20.2,97.2,8.8,111.9,7.66,NA,2.7432,11.43,
20220815,GRN_P1,3,20.2,97,8.78,111.9,7.67,NA,2.7432,11.43,
20220815,GRN_P1,3.5,20.2,69.9,8.77,111.9,7.68,NA,2.7432,11.43,
20220815,GRN_P1,4,20.1,94.5,8.61,111.7,7.68,NA,2.7432,11.43,
20220815,GRN_P1,4.5,20.1,94.5,8.57,111.6,7.67,NA,2.7432,11.43,
20220815,GRN_P1,5,20,92.5,8.41,111.5,7.66,NA,2.7432,11.43,
20220815,GRN_P1,5.5,20,92.4,8.39,111.6,7.65,NA,2.7432,11.43,
20220815,GRN_P1,6,20,91,8.28,111.4,7.62,NA,2.7432,11.43,
20220815,GRN_P1,6.5,19.6,71,6.46,110.1,7.62,NA,2.7432,11.43,
20220815,GRN_P1,7,19.3,59.1,5.5,108.8,7.53,NA,2.7432,11.43,
20220815,GRN_P1,7.5,19.1,55.9,5.2,107.9,7.46,NA,2.7432,11.43,
20220815,GRN_P1,8,19.1,55,5.1,107.5,7.38,NA,2.7432,11.43,
20220815,GRN_P1,8.5,19,54.4,5.05,107.6,7.31,NA,2.7432,11.43,
20220815,GRN_P1,9,18.8,57.1,5.35,103.3,7.26,NA,2.7432,11.43,
20220815,GRN_P1,9.5,18.5,57.8,5.39,100.6,7.12,NA,2.7432,11.43,
20220815,GRN_P1,10,18.5,56,5.27,100,7.18,NA,2.7432,11.43,
20220815,GRN_P2,0,20.2,100.3,9.06,112,7.22,NA,3.3528,13.50264,
20220815,GRN_P2,0.5,20.3,99.8,9.03,112.1,7.48,NA,3.3528,13.50264,
20220815,GRN_P2,1,20.3,99.6,9.01,112.1,7.64,NA,3.3528,13.50264,
20220815,GRN_P2,1.5,20.3,99.6,9,112.1,7.69,NA,3.3528,13.50264,
20220815,GRN_P2,2,20.3,99.6,9,112.1,7.72,NA,3.3528,13.50264,
20220815,GRN_P2,2.5,20.3,99.6,9,112.1,7.74,NA,3.3528,13.50264,
20220815,GRN_P2,3,20.3,99.4,8.98,112.1,7.75,NA,3.3528,13.50264,
20220815,GRN_P2,3.5,20.3,99.4,8.98,112.1,7.76,NA,3.3528,13.50264,
20220815,GRN_P2,4,20.3,99.4,8.99,112.1,7.76,NA,3.3528,13.50264,
20220815,GRN_P2,4.5,20.3,99.5,8.99,112.1,7.76,NA,3.3528,13.50264,
20220815,GRN_P2,5,20.3,99.4,8.99,112.1,7.77,NA,3.3528,13.50264,
20220815,GRN_P2,5.5,20.3,99.4,8.98,112.1,7.77,NA,3.3528,13.50264,
20220815,GRN_P2,6,20.3,99.3,8.98,112.1,7.77,NA,3.3528,13.50264,
20220815,GRN_P2,6.5,20.3,99.1,8.95,112.1,7.77,NA,3.3528,13.50264,
20220815,GRN_P2,7,20.1,97.9,8.78,111.9,7.77,NA,3.3528,13.50264,
20220815,GRN_P2,7.5,20,94.1,8.57,111.9,7.72,NA,3.3528,13.50264,
20220815,GRN_P2,8,19.7,60.1,5.57,110,7.66,NA,3.3528,13.50264,
20220815,GRN_P2,8.5,18.7,47.3,4.41,108.2,7.62,NA,3.3528,13.50264,
20220815,GRN_P2,9,18.6,45.1,4.18,109.1,7.43,NA,3.3528,13.50264,
20220815,GRN_P2,9.5,18.5,43,4,109.3,7.34,NA,3.3528,13.50264,
20220815,GRN_P2,10,18.1,30.1,2.84,108.9,7.13,NA,3.3528,13.50264,
20220815,GRN_P3,0,20.4,101.7,9.16,112.4,7.49,NA,3.3528,21.0312,
20220815,GRN_P3,0.5,20.5,101.8,9.17,112.3,7.64,NA,3.3528,21.0312,
20220815,GRN_P3,1,20.5,101.8,9.17,112.4,7.66,NA,3.3528,21.0312,
20220815,GRN_P3,1.5,20.5,101.8,9.17,112.4,7.67,NA,3.3528,21.0312,
20220815,GRN_P3,2,20.5,101.7,9.16,112.4,7.68,NA,3.3528,21.0312,
20220815,GRN_P3,2.5,20.5,101.6,9.14,112.4,7.7,NA,3.3528,21.0312,
20220815,GRN_P3,3,20.5,101.4,9.13,112.4,7.71,NA,3.3528,21.0312,
20220815,GRN_P3,3.5,20.4,101.3,9.13,112.4,7.71,NA,3.3528,21.0312,
20220815,GRN_P3,4,20.4,101.3,9.13,112.4,7.72,NA,3.3528,21.0312,
20220815,GRN_P3,4.5,20.5,101,9.1,112.4,7.74,NA,3.3528,21.0312,
20220815,GRN_P3,5,20.4,100.5,9.06,112.4,7.75,NA,3.3528,21.0312,
20220815,GRN_P3,5.5,20.4,100.2,9.04,112.2,7.71,NA,3.3528,21.0312,
20220815,GRN_P3,6,20.4,100.1,9.03,112.2,7.73,NA,3.3528,21.0312,
20220815,GRN_P3,6.5,20.3,99.4,8.98,112.2,7.76,NA,3.3528,21.0312,
20220815,GRN_P3,7,20.3,99.1,8.96,112.2,7.78,NA,3.3528,21.0312,
20220815,GRN_P3,7.5,20,84.1,8.53,112.1,7.77,NA,3.3528,21.0312,
20220815,GRN_P3,8,19.7,76.5,9.62,111.1,7.65,NA,3.3528,21.0312,
20220815,GRN_P3,8.5,18.5,42.1,3.95,110.1,7.57,NA,3.3528,21.0312,
20220815,GRN_P3,9,18.3,37.5,3.52,110.3,7.4,NA,3.3528,21.0312,
20220815,GRN_P3,9.5,18.3,33.3,3.14,100.7,7.32,NA,3.3528,21.0312,
20220815,GRN_P3,10,18.1,29.2,2.76,111.1,7.22,NA,3.3528,21.0312,
20220817,WHE_P1,0,20.2,104.2,9.4,1172,8.5,NA,1.905,6.096,
20220817,WHE_P1,0.5,20.2,104,9.39,1172,8.68,NA,1.905,6.096,
20220817,WHE_P1,1,20.2,104.4,9.43,1172,8.74,NA,1.905,6.096,
20220817,WHE_P1,1.5,20.2,104.4,9.42,1172,8.76,NA,1.905,6.096,
20220817,WHE_P1,2,20.2,104.3,9.41,1172,8.76,NA,1.905,6.096,
20220817,WHE_P1,2.5,20.2,104.3,9.41,1172,8.77,NA,1.905,6.096,
20220817,WHE_P1,3,20.2,104,9.38,1173,8.77,NA,1.905,6.096,
20220817,WHE_P1,3.5,20.2,103.9,9.36,1172,8.77,NA,1.905,6.096,
20220817,WHE_P1,4,20.2,103.1,9.29,1172,8.77,NA,1.905,6.096,
20220817,WHE_P1,4.5,20.1,93.4,8.43,1173,8.71,NA,1.905,6.096,
20220817,WHE_P1,5,20,91.6,8.29,1174,8.7,NA,1.905,6.096,
20220817,WHE_P1,5.5,19.7,48.7,4.52,1180,8.54,NA,1.905,6.096,
20220817,WHE_P2,0,20.2,131.5,11.92,1156,9.16,NA,3.048,2.83464,
20220817,WHE_P2,0.5,20.2,132.9,11.99,1156,9.18,NA,3.048,2.83464,
20220817,WHE_P2,1,20.2,133.2,12.02,1156,9.19,NA,3.048,2.83464,
20220817,WHE_P2,1.5,20.2,133.6,12.07,1156,9.19,NA,3.048,2.83464,
20220817,WHE_P2,2,20.2,164.3,12.17,1156,9.19,NA,3.048,2.83464,
20220817,WHE_P2,2.5,20.1,136.2,12.33,1156,9.19,NA,3.048,2.83464,
20220817,WHE_P2,3,20.1,133.4,12.04,1157,9.17,NA,3.048,2.83464,Hit bottom 
20220817,WHE_P2,3.5,NA,NA,NA,NA,NA,NA,3.048,2.83464,
20220817,WHE_P3 ,0,20.1,112.8,10.19,1165,90.7,NA,2.286,2.286,
20220817,WHE_P3 ,0.5,20.1,110.5,9.98,1166,9.06,NA,2.286,2.286,
20220817,WHE_P3 ,1,20,110,9.95,1166,9.06,NA,2.286,2.286,
20220817,WHE_P3 ,1.5,19.9,110,10.06,1165,9.06,NA,2.286,2.286,
20220817,WHE_P3 ,2,19.9,111.7,10.24,1165,9.06,NA,2.286,2.286,
20220817,WHE_P3 ,2.5,19.9,114.3,10.4,1165,9.07,NA,2.286,2.286,Hit bottom 
20220817,WHE_P3 ,3,NA,NA,NA,NA,NA,NA,2.286,2.286,
20220817,WHE_P3 ,3.5,NA,NA,NA,NA,NA,NA,2.286,2.286,
20220817,GRY_P1,0,24.8,120.9,10.02,637,8.49,NA,2.7432,16.39828,
20220817,GRY_P1,0.5,24.8,121.1,10.05,637,8.48,NA,2.7432,16.39828,
20220817,GRY_P1,1,24.2,122.7,10.27,636,8.49,NA,2.7432,16.39828,
20220817,GRY_P1,1.5,24.2,122.9,10.35,635,8.49,NA,2.7432,16.39828,
20220817,GRY_P1,2,23.8,121.8,10.28,635,8.48,NA,2.7432,16.39828,
20220817,GRY_P1,2.5,23.8,116.3,9.83,635,8.43,NA,2.7432,16.39828,
20220817,GRY_P1,3,23.7,115.7,9.75,635,8.42,NA,2.7432,16.39828,
20220817,GRY_P1,3.5,23.6,113.9,9.64,635,8.41,NA,2.7432,16.39828,
20220817,GRY_P1,4,23.6,112.5,9.53,635,8.39,NA,2.7432,16.39828,
20220817,GRY_P1,4.5,23.5,110.5,9.36,635,8.38,NA,2.7432,16.39828,
20220817,GRY_P1,5,23.5,107.7,9.14,636,8.36,NA,2.7432,16.39828,
20220817,GRY_P1,5.5,23.5,106.3,9.03,636,8.35,NA,2.7432,16.39828,
20220817,GRY_P1,6,23.4,104.8,8.9,636,8.35,NA,2.7432,16.39828,
20220817,GRY_P1,6.5,23.4,104.3,8.85,636,8.34,NA,2.7432,16.39828,
20220817,GRY_P1,7,23.4,103.8,8.83,636,8.34,NA,2.7432,16.39828,
20220817,GRY_P1,7.5,23.4,104.1,8.85,636,8.34,NA,2.7432,16.39828,
20220817,GRY_P1,8,23.4,82.6,7.03,638,8.23,NA,2.7432,16.39828,
20220817,GRY_P1,8.5,23.3,73.7,6.27,639,8.22,NA,2.7432,16.39828,
20220817,GRY_P1,9,23.2,48.7,4.15,641,8.12,NA,2.7432,16.39828,
20220817,GRY_P1,9.5,23.1,42,3.6,642,8.03,NA,2.7432,16.39828,
20220817,GRY_P1,10,22.9,36.4,3.11,643,7.97,NA,2.7432,16.39828,
20220817,GRY_P1,10.5,22.9,22.4,1.92,643,7.95,NA,2.7432,16.39828,
20220817,GRY_P1,11,22.7,12.9,1.12,645,7.86,NA,2.7432,16.39828,
20220817,GRY_P1,11.5,22.5,3.5,0.3,646,7.82,NA,2.7432,16.39828,
20220817,GRY_P1,12,22.3,2,0.17,648,7.78,NA,2.7432,16.39828,
20220817,GRY_P1,12.5,22,1.6,0.14,649,7.73,NA,2.7432,16.39828,
20220817,GRY_P1,13,21.9,1.4,0.12,651,7.7,NA,2.7432,16.39828,
20220817,GRY_P1,13.5,21.8,1.9,0.16,651,7.74,NA,2.7432,16.39828,
20220817,GRY_P1,14,20.5,1.1,0.16,658,7.63,NA,2.7432,16.39828,
20220817,GRY_P1,14.5,20.2,0.9,0.09,659,7.53,NA,2.7432,16.39828,
20220817,GRY_P1,15,19.9,0.7,0.06,661,7.47,NA,2.7432,16.39828,
20220817,GRY_P2,0,25,121,9.98,637,8.47,NA,2.5908,16.39824,
20220817,GRY_P2,0.5,24.9,121.9,10.1,636,8.45,NA,2.5908,16.39824,
20220817,GRY_P2,1,24.6,123,10.24,636,8.43,NA,2.5908,16.39824,
20220817,GRY_P2,1.5,24.4,123.4,10.32,635,8.42,NA,2.5908,16.39824,
20220817,GRY_P2,2,24.1,122.4,10.26,635,8.42,NA,2.5908,16.39824,
20220817,GRY_P2,2.5,24.1,121.1,10.17,635,8.41,NA,2.5908,16.39824,
20220817,GRY_P2,3,24,113.8,9.57,635,8.4,NA,2.5908,16.39824,
20220817,GRY_P2,3.5,24,110.8,9.32,636,8.36,NA,2.5908,16.39824,
20220817,GRY_P2,4,23.9,108.7,9.14,636,8.35,NA,2.5908,16.39824,
20220817,GRY_P2,4.5,23.9,102.9,8.66,636,8.33,NA,2.5908,16.39824,
20220817,GRY_P2,5,23.9,92.3,7.78,637,8.29,NA,2.5908,16.39824,
20220817,GRY_P2,5.5,23.8,77.8,6.57,638,8.24,NA,2.5908,16.39824,
20220817,GRY_P2,6,23.7,64.9,5.49,639,8.14,NA,2.5908,16.39824,
20220817,GRY_P2,6.5,23.6,64.1,5.43,639,8.07,NA,2.5908,16.39824,
20220817,GRY_P2,7,23.6,62.2,5.26,640,8.04,NA,2.5908,16.39824,
20220817,GRY_P2,7.5,23.5,68.1,5.77,638,8.07,NA,2.5908,16.39824,
20220817,GRY_P2,8,23.5,68.1,5.78,639,8.09,NA,2.5908,16.39824,
20220817,GRY_P2,8.5,23.5,66.3,5.63,638,8.09,NA,2.5908,16.39824,
20220817,GRY_P2,9,23.4,65.6,5.58,638,8.09,NA,2.5908,16.39824,
20220817,GRY_P2,9.5,23.3,56,4.77,640,8.06,NA,2.5908,16.39824,
20220817,GRY_P2,10,23.1,37.8,3.23,641,7.97,NA,2.5908,16.39824,
20220817,GRY_P2,10.5,23.1,7.2,0.62,644,7.79,NA,2.5908,16.39824,
20220817,GRY_P2,11,22.6,2,0.17,647,7.75,NA,2.5908,16.39824,
20220817,GRY_P2,11.5,22.4,1.4,0.12,647,7.72,NA,2.5908,16.39824,
20220817,GRY_P2,12,22.3,1.2,0.1,648,7.69,NA,2.5908,16.39824,
20220817,GRY_P2,12.5,21,1,0.09,656,7.61,NA,2.5908,16.39824,
20220817,GRY_P2,13,20.5,0.8,0.07,659,7.53,NA,2.5908,16.39824,
20220817,GRY_P2,13.5,20.4,0.7,0.07,659,7.49,NA,2.5908,16.39824,Hit bottom 
20220817,GRY_P3,0,25.2,119,9.78,637,8.47,NA,2.5908,9.72312,
20220817,GRY_P3,0.5,25.2,119,9.79,637,8.46,NA,2.5908,9.72312,
20220817,GRY_P3,1,25,118.4,9.8,637,8.46,NA,2.5908,9.72312,
20220817,GRY_P3,1.5,24.7,118,9.79,636,8.46,NA,2.5908,9.72312,
20220817,GRY_P3,2,24.6,117,9.74,636,8.45,NA,2.5908,9.72312,
20220817,GRY_P3,2.5,24.4,116.4,9.72,636,8.43,NA,2.5908,9.72312,
20220817,GRY_P3,3,24.3,114.6,9.58,636,8.41,NA,2.5908,9.72312,
20220817,GRY_P3,3.5,24.3,113.5,9.48,636,8.39,NA,2.5908,9.72312,
20220817,GRY_P3,4,24.4,109.7,9.18,637,8.38,NA,2.5908,9.72312,
20220817,GRY_P3,4.5,24.2,104.5,8.75,637,8.36,NA,2.5908,9.72312,
20220817,GRY_P3,5,24.1,100.8,8.46,637,8.33,NA,2.5908,9.72312,
20220817,GRY_P3,5.5,23.9,95.8,8.07,637,8.3,NA,2.5908,9.72312,
20220817,GRY_P3,6,23.9,97.8,8.24,637,8.28,NA,2.5908,9.72312,
20220817,GRY_P3,6.5,23.9,99.8,8.41,637,8.29,NA,2.5908,9.72312,
20220817,GRY_P3,7,23.9,102,8.6,636,8.3,NA,2.5908,9.72312,
20220817,GRY_P3,7.5,23.8,102.7,8.66,636,8.32,NA,2.5908,9.72312,
20220817,GRY_P3,8,23.8,101.1,8.33,636,8.32,NA,2.5908,9.72312,
20220817,GRY_P3,8.5,23.8,98.2,8.28,637,8.32,NA,2.5908,9.72312,
20220817,GRY_P3,9,23.8,96.3,8.13,637,8.31,NA,2.5908,9.72312,
20220817,GRY_P3,9.5,32.8,95.4,8.06,637,8.3,NA,2.5908,9.72312,
20220817,GRY_P3,10,23.3,32.7,2.79,642,6.18,NA,2.5908,9.72312,
20220817,GRY_P3,10.5,22.6,2.9,0.25,637,7.85,NA,2.5908,9.72312,Hit bottom 
20220819,SAR_P1,0,21.2,98.7,8.76,418,8.33,NA,1.0668,2.5908,
20220819,SAR_P1,0.5,21.2,98.5,8.76,417.9,8.34,NA,1.0668,2.5908,
20220819,SAR_P1,1,20.8,98.4,8.77,417.9,8.32,NA,1.0668,2.5908,
20220819,SAR_P1,1.5,20.8,97.7,8.73,417.5,8.3,NA,1.0668,2.5908,
20220819,SAR_P1,2,20.6,97,8.69,417.6,8.29,NA,1.0668,2.5908,
20220819,SAR_P1,2.5,20.6,99.3,8.93,419.6,8.29,NA,1.0668,2.5908,
20220819,SAR_P1,3,NA,NA,NA,NA,NA,NA,1.0668,2.5908,
20220819,SAR_P1,3.5,NA,NA,NA,NA,NA,NA,1.0668,2.5908,
20220819,SAR_P2,0,21.1,96.4,8.55,429.4,8.26,NA,0.6858,3.469,
20220819,SAR_P2,0.5,21.5,98.9,8.73,429.9,8.29,NA,0.6858,3.469,
20220819,SAR_P2,1,20.6,93.3,8.37,429.2,8.27,NA,0.6858,3.469,
20220819,SAR_P2,1.5,20.5,91.9,8.27,429.4,8.25,NA,0.6858,3.469,
20220819,SAR_P2,2,20.3,87.2,7.87,429.6,8.24,NA,0.6858,3.469,
20220819,SAR_P2,2.5,20.2,82.4,7.44,429.9,8.21,NA,0.6858,3.469,
20220819,SAR_P2,3,20.1,72.6,6.57,429.6,8.15,NA,0.6858,3.469,Hit bottom 
20220819,SAR_P2,3.5,NA,NA,NA,NA,NA,NA,0.6858,3.469,
20220819,SAR_P3,0,21.8,101.6,8.91,430.4,8.34,NA,0.6096,2.286,
20220819,SAR_P3,0.5,21.1,98.5,8.76,430.9,8.31,NA,0.6096,2.286,
20220819,SAR_P3,1,20.4,96.8,8.72,429.7,8.3,NA,0.6096,2.286,
20220819,SAR_P3,1.5,20.2,98.5,8.91,429.4,8.3,NA,0.6096,2.286,
20220819,SAR_P3,2,19.9,99.2,9.04,429.2,8.3,NA,0.6096,2.286,
20220819,SAR_P3,2.25,19.8,92.4,3.73,429.5,8.24,NA,0.6096,2.286,Hit bottom 
20220819,SAR_P3,3,NA,NA,NA,NA,NA,NA,0.6096,2.286,
20220819,SAR_P3,3.5,NA,NA,NA,NA,NA,NA,0.6096,2.286,
