Date,Site_ID,YSI_Depth_m,Temp_C,DO_%,DO_mgL,SPC_uScm,pH,Nitrate,Secchi_m,WaterDepth_m,Notes
20220623,GRY_P2,8,18,108.1,10.23,557,8.57,NA,3.6576,13.92936,
20220623,GRY_P2,8.5,17.7,96.7,9.21,558,8.5,NA,3.6576,13.92936,
20220623,GRY_P2,9,17.6,93.3,8.89,558,8.47,NA,3.6576,13.92936,
20220623,GRY_P2,9.5,17.5,93.1,8.9,558,8.46,NA,3.6576,13.92936,
20220623,GRY_P2,10,17.5,93,8.88,558,8.46,NA,3.6576,13.92936,
20220623,GRY_P2,10.5,17.4,92.2,8.8,558,8.45,NA,3.6576,13.92936,
20220623,GRY_P2,11,17.3,89.5,8.58,557,8.44,NA,3.6576,13.92936,
20220623,GRY_P2,11.5,17.3,88.5,8.49,557,8.43,NA,3.6576,13.92936,
20220623,GRY_P2,12,17.2,87,8.35,557,8.42,NA,3.6576,13.92936,
20220623,GRY_P2,12.5,17.1,85.7,8.25,557,8.4,NA,3.6576,13.92936,
20220623,GRY_P2,13,17.1,85.6,8.23,557,8.4,NA,3.6576,13.92936,
20220623,GRY_P2,13.5,17.1,85.4,8.22,557,8.39,NA,3.6576,13.92936,
20220623,GRY_P2,14,17.1,85,8.18,557,8.39,NA,3.6576,13.92936,
20220623,GRY_P2,14.5,17,80.5,7.76,557,8.37,NA,3.6576,13.92936,
20220623,GRY_P2,15,16.88,66.9,6.47,558,8.3,NA,3.6576,13.92936,
20220623,GRY_P2,15.5,16.7,61.3,5.97,559,8.28,NA,3.6576,13.92936,
20220623,GRY_P1,0,18.9,117.5,10.9,558,8.63,NA,4.672,16.52016,
20220623,GRY_P1,0.5,18.9,117.5,10.9,558,8.63,NA,4.672,16.52016,
20220623,GRY_P1,1,18.9,117.4,10.9,558,8.63,NA,4.672,16.52016,
20220623,GRY_P1,1.5,18.9,117.4,10.9,558,8.63,NA,4.672,16.52016,
20220623,GRY_P1,2,18.9,117.3,10.89,557,8.63,NA,4.672,16.52016,
20220623,GRY_P1,2.5,18.9,117.2,10.89,557,8.63,NA,4.672,16.52016,
20220623,GRY_P1,3,18.9,117.2,10.88,558,8.63,NA,4.672,16.52016,
20220623,GRY_P1,3.5,18.9,117.1,10.88,557,8.63,NA,4.672,16.52016,
20220623,GRY_P1,4,18.9,117,10.87,557,8.63,NA,4.672,16.52016,
20220623,GRY_P1,4.5,18.8,116.8,10.85,558,8.62,NA,4.672,16.52016,
20220623,GRY_P1,5,18.8,116.7,10.84,558,8.62,NA,4.672,16.52016,
20220623,GRY_P1,5.5,18.8,116.4,10.82,558,8.62,NA,4.672,16.52016,
20220623,GRY_P1,6,18.7,115.5,10.76,557,8.62,NA,4.672,16.52016,
20220623,GRY_P1,6.5,18.5,114.3,10.69,558,8.61,NA,4.672,16.52016,
20220623,GRY_P1,7,18.1,111.2,10.49,557,8.59,NA,4.672,16.52016,
20220623,GRY_P1,7.5,17.9,108.9,10.31,551,8.58,NA,4.672,16.52016,
20220623,GRY_P1,8,17.8,105.4,10.01,557,8.56,NA,4.672,16.52016,
20220623,GRY_P1,8.5,17.7,104.3,9.92,557,8.55,NA,4.672,16.52016,
20220623,GRY_P1,9,17.6,101.6,9.68,557,8.54,NA,4.672,16.52016,
20220623,GRY_P1,9.5,17.4,96,9.18,557,8.51,NA,4.672,16.52016,
20220623,GRY_P1,10,17.3,91.4,8.76,557,8.48,NA,4.672,16.52016,
20220623,GRY_P1,10.5,17.2,89.8,8.63,557,8.46,NA,4.672,16.52016,
20220623,GRY_P1,11,17.2,89.5,8.59,557,8.46,NA,4.672,16.52016,
20220623,GRY_P1,11.5,17.2,89.2,8.57,557,8.45,NA,4.672,16.52016,
20220623,GRY_P1,12,17.2,89.1,8.55,557,8.45,NA,4.672,16.52016,
20220623,GRY_P1,12.5,17.1,87.3,8.4,557,8.44,NA,4.672,16.52016,
20220623,GRY_P1,13,17.7,86.3,8.3,557,8.42,NA,4.672,16.52016,
20220623,GRY_P1,13.5,17.1,86.1,8.29,557,8.42,NA,4.672,16.52016,
20220623,GRY_P1,14,17.1,86,8.28,557,8.42,NA,4.672,16.52016,
20220623,GRY_P1,14.5,16.9,76.3,7.37,557,8.36,NA,4.672,16.52016,
20220623,GRY_P1,15,16.9,75,7.26,557,8.35,NA,4.672,16.52016,
20220623,GRY_P1,15.5,16.9,74.3,7.18,557,8.34,NA,4.672,16.52016,
20220623,GRY_P3,0,19.3,120.8,11.13,558,8.7,NA,2.8956,10.14984,
20220623,GRY_P3,0.5,19.3,120.8,11.14,558,8.75,NA,2.8956,10.14984,
20220623,GRY_P3,1,19.2,120.9,11.14,558,8.72,NA,2.8956,10.14984,
20220623,GRY_P3,1.5,19.2,120.9,11.15,558,8.7,NA,2.8956,10.14984,
20220623,GRY_P3,2,19.2,120.9,11.16,558,8.68,NA,2.8956,10.14984,
20220623,GRY_P3,2.5,19.2,120.9,11.15,558,8.67,NA,2.8956,10.14984,
20220623,GRY_P3,3,19.2,120.8,11.15,558,8.66,NA,2.8956,10.14984,
20220623,GRY_P3,3.5,19.1,121.1,11.2,558,8.66,NA,2.8956,10.14984,
20220623,GRY_P3,4,19.1,121.6,11.25,558,8.66,NA,2.8956,10.14984,
20220623,GRY_P3,4.5,19.1,121.7,11.26,558,8.65,NA,2.8956,10.14984,
20220623,GRY_P3,5,19,121.3,11.24,558,8.65,NA,2.8956,10.14984,
20220623,GRY_P3,5.5,18.8,119.8,11.16,558,8.65,NA,2.8956,10.14984,
20220623,GRY_P3,6,18.5,116.9,10.94,558,8.63,NA,2.8956,10.14984,
20220623,GRY_P3,6.5,18.4,115.2,10.8,558,8.62,NA,2.8956,10.14984,
20220623,GRY_P3,7,18.2,110.8,10.65,558,8.59,NA,2.8956,10.14984,
20220623,GRY_P3,7.5,18.2,105.3,9.95,558,8.57,NA,2.8956,10.14984,
20220623,GRY_P3,8,17.9,102.6,9.73,558,8.55,NA,2.8956,10.14984,
20220623,GRY_P3,8.5,18,104.3,9.86,558,8.55,NA,2.8956,10.14984,
20220623,GRY_P3,9,17.9,101.8,9.66,558,8.54,NA,2.8956,10.14984,
20220623,GRY_P3,9.5,17.5,87.9,8.41,559,8.46,NA,2.8956,10.14984,
20220623,GRY_P3,10,17.4,84.3,8.06,559,8.43,NA,2.8956,10.14984,
20220701,GRN_P1,0,15.8,101.9,10.09,136.9,6.08,NA,2.7432,19.84248,
20220701,GRN_P1,0.5,15.8,101.8,10.08,136.7,6.22,NA,2.7432,19.84248,
20220701,GRN_P1,1,15.8,101.6,10.06,136.7,6.32,NA,2.7432,19.84248,
20220701,GRN_P1,1.5,15.8,101.4,10.04,136.6,6.43,NA,2.7432,19.84248,
20220701,GRN_P1,2,15.8,101,10.01,136.5,6.51,NA,2.7432,19.84248,
20220701,GRN_P1,2.5,15.8,101.7,10.07,136.7,6.73,NA,2.7432,19.84248,re-positioned the YSI
20220701,GRN_P1,3,15.8,101.3,10.03,136.7,6.76,NA,2.7432,19.84248,
20220701,GRN_P1,3.5,15.8,101.1,10.02,136.7,6.85,NA,2.7432,19.84248,
20220701,GRN_P1,4,15.8,101.1,10.01,136.3,7.09,NA,2.7432,19.84248,
20220701,GRN_P1,4.5,15.8,102.1,10.02,136.8,7.32,NA,2.7432,19.84248,
20220701,GRN_P1,5,15.8,101.1,10.02,136.8,7.33,NA,2.7432,19.84248,
20220701,GRN_P1,5.5,15.8,100.8,9.98,136.6,7.35,NA,2.7432,19.84248,
20220701,GRN_P1,6,15.8,100.4,9.95,136.7,7.35,NA,2.7432,19.84248,
20220701,GRN_P1,6.5,15.7,98.7,9.74,136.3,7.36,NA,2.7432,19.84248,
20220701,GRN_P1,7,15.7,97.5,9.68,136.3,7.35,NA,2.7432,19.84248,
20220701,GRN_P1,7.5,15.7,97.5,9.69,136.2,7.35,NA,2.7432,19.84248,
20220701,GRN_P1,8,15.7,97.9,9.72,135.4,7.35,NA,2.7432,19.84248,
20220701,GRN_P1,8.5,15.6,97.8,9.72,135.2,7.35,NA,2.7432,19.84248,
20220701,GRN_P1,9,15.6,97.2,9.67,134.9,7.34,NA,2.7432,19.84248,
20220701,GRN_P1,9.5,15.4,90.6,9.07,134.6,7.3,NA,2.7432,19.84248,
20220701,GRN_P1,10,15,81.6,8.23,135.2,7.23,NA,2.7432,19.84248,
20220701,GRN_P2,0,16,103.5,10.22,137.8,7.62,NA,3.048,14.20368,
20220701,GRN_P2,0.5,16,103.5,10.22,137.8,7.64,NA,3.048,14.20368,
20220701,GRN_P2,1,15.9,103.4,10.21,137.8,7.65,NA,3.048,14.20368,
20220701,GRN_P2,1.5,15.9,103.4,10.21,137.8,7.65,NA,3.048,14.20368,
20220701,GRN_P2,2,15.9,103.1,10.18,137.8,7.66,NA,3.048,14.20368,
20220701,GRN_P2,2.5,15.9,102.8,10.16,137.8,7.66,NA,3.048,14.20368,
20220701,GRN_P2,3,15.9,102.7,10.16,137.8,7.66,NA,3.048,14.20368,
20220701,GRN_P2,3.5,15.9,102.7,10.16,137.8,7.66,NA,3.048,14.20368,
20220701,GRN_P2,4,15.9,102.7,10.15,137.8,7.66,NA,3.048,14.20368,
20220701,GRN_P2,4.5,15.9,102.5,10.14,137.7,7.66,NA,3.048,14.20368,
20220701,GRN_P2,5,15.9,102.5,10.14,137.7,7.65,NA,3.048,14.20368,
20220701,GRN_P2,5.5,15.9,102.4,10.13,137.7,7.65,NA,3.048,14.20368,
20220701,GRN_P2,6,15.9,102.2,10.12,137.7,7.65,NA,3.048,14.20368,
20220701,GRN_P2,6.5,15.9,102.2,10.11,137.7,7.65,NA,3.048,14.20368,
20220701,GRN_P2,7,15.8,102,10.09,137.7,7.65,NA,3.048,14.20368,
20220701,GRN_P2,7.5,15.7,98.5,9.79,137.3,7.6,NA,3.048,14.20368,
20220701,GRN_P2,8,15.7,97.5,9.7,137.2,7.65,NA,3.048,14.20368,
20220701,GRN_P2,8.5,15.7,69.8,9.63,137.1,7.53,NA,3.048,14.20368,
20220701,GRN_P2,9,15.6,94.9,9.44,137.2,7.51,NA,3.048,14.20368,
20220701,GRN_P2,9.5,15.4,92.7,9.26,136,7.48,NA,3.048,14.20368,
20220701,GRN_P2,10,15.3,89.1,8.93,134.8,7.41,NA,3.048,14.20368,
20220701,GRN_P3,0,16.2,105.4,10.35,138.5,7.65,NA,2.7432,19.84248,
20220701,GRN_P3,0.5,16.2,105.5,10.35,138.5,7.69,NA,2.7432,19.84248,
20220701,GRN_P3,1,16.2,105.3,10.36,138.5,7.71,NA,2.7432,19.84248,
20220701,GRN_P3,1.5,16.1,105.3,10.35,138.4,7.73,NA,2.7432,19.84248,
20220701,GRN_P3,2,16.1,105.1,10.34,138.4,7.74,NA,2.7432,19.84248,
20220701,GRN_P3,2.5,16.1,104.6,10.3,138.4,7.74,NA,2.7432,19.84248,
20220701,GRN_P3,3,16.1,104.2,10.26,138.4,7.75,NA,2.7432,19.84248,
20220701,GRN_P3,3.5,16.1,103.5,10.19,138.4,7.74,NA,2.7432,19.84248,
20220701,GRN_P3,4,16,103,10.14,138.3,7.72,NA,2.7432,19.84248,
20220701,GRN_P3,4.5,16,101.9,10.05,138.4,7.76,NA,2.7432,19.84248,
20220701,GRN_P3,5,16,102.1,10.07,138.4,7.76,NA,2.7432,19.84248,
20220701,GRN_P3,5.5,16,101.6,10.04,138.6,7.74,NA,2.7432,19.84248,
20220701,GRN_P3,6,15.8,99.5,9.86,138.5,7.7,NA,2.7432,19.84248,
20220701,GRN_P3,6.5,15.9,99.8,9.88,138.5,7.67,NA,2.7432,19.84248,
20220701,GRN_P3,7,15.8,99.9,9.89,138.4,7.67,NA,2.7432,19.84248,
20220701,GRN_P3,7.5,15.6,95.5,9.49,137.3,7.65,NA,2.7432,19.84248,
20220701,GRN_P3,8,15.4,91.8,9.17,136.4,7.53,NA,2.7432,19.84248,
20220701,GRN_P3,8.5,15.3,89.5,8.96,136.8,7.46,NA,2.7432,19.84248,
20220701,GRN_P3,9,15.3,88.6,8.88,136.7,7.42,NA,2.7432,19.84248,
20220701,GRN_P3,9.5,15.2,87.1,8.75,137,7.36,NA,2.7432,19.84248,
20220701,GRN_P3,10,15.1,83.6,8.42,137.5,7.3,NA,2.7432,19.84248,
20220715,ALS_P1,0,19.5,98.5,9,1671,8.66,NA,2.7432,2.7432,
20220715,ALS_P1,0.5,19.5,98.4,8.99,1671,8.6,NA,2.7432,2.7432,
20220715,ALS_P1,1,19.5,98.3,8.97,1671,8.66,NA,2.7432,2.7432,
20220715,ALS_P1,1.5,19.5,98.1,8.96,1671,8.66,NA,2.7432,2.7432,
20220715,ALS_P1,2,19.5,97,8.87,1672,8.66,NA,2.7432,2.7432,
20220715,ALS_P1,2.5,19.5,94.8,8.65,1671,8.65,NA,2.7432,2.7432,
20220715,ALS_P1,3,19.5,83.1,7.59,1671,8.6,NA,2.7432,2.7432,Hit bottom 
20220715,ALS_P1,3.5,NA,NA,NA,NA,NA,NA,2.7432,2.7432,
20220715,ALS_P2,0,20,104.1,9.43,1671,8.68,NA,4.4196,5.4864,
20220715,ALS_P2,0.5,20,104.1,9.42,1671,8.68,NA,4.4196,5.4864,
20220715,ALS_P2,1,20,103.8,9.39,1670,8.68,NA,4.4196,5.4864,
20220715,ALS_P2,1.5,20,103.9,9.41,1670,8.68,NA,4.4196,5.4864,
20220715,ALS_P2,2,20,104.3,9.45,1670,8.68,NA,4.4196,5.4864,
20220715,ALS_P2,2.5,20,104.4,9.45,1670,8.68,NA,4.4196,5.4864,
20220715,ALS_P2,3,20,104.3,9.44,1670,8.68,NA,4.4196,5.4864,
20220715,ALS_P2,3.5,20,103.2,9.34,1671,8.68,NA,4.4196,5.4864,
20220715,ALS_P2,4,20,102.2,9.25,1671,8.68,NA,4.4196,5.4864,
20220715,ALS_P2,4.5,19.8,68.7,6.25,1674,8.58,NA,4.4196,5.4864,Hit bottom 
20220715,ALS_P3,0,19.9,101.5,9.19,1669,8.67,NA,3.048,NA,
20220715,ALS_P3,0.5,19.9,101.4,9.19,1669,8.67,NA,3.048,NA,
20220715,ALS_P3,1,19.9,101.5,9.2,1668,8.67,NA,3.048,NA,
20220715,ALS_P3,1.5,19.9,101.2,9.17,1669,8.67,NA,3.048,NA,
20220715,ALS_P3,2,19.9,101.1,9.16,1669,8.67,NA,3.048,NA,
20220715,ALS_P3,2.5,19.9,95.4,8.65,1670,8.66,NA,3.048,NA,Hit bottom
20220715,ALS_P3,3,NA,NA,NA,NA,NA,NA,3.048,NA,
20220715,ALS_P3,3.5,NA,NA,NA,NA,NA,NA,3.048,NA,
20220725,GRN_P1,0,19,100.3,9.31,109.4,7.83,NA,1.9812,NA,
20220725,GRN_P1,0.5,19,100.2,9.3,109.4,7.91,NA,1.9812,NA,
20220725,GRN_P1,1,19,100.3,9.31,109.5,7.96,NA,1.9812,NA,
20220725,GRN_P1,1.5,19,100.2,9.3,109.5,7.97,NA,1.9812,NA,
20220725,GRN_P1,2,19,100.2,9.29,109.5,7.97,NA,1.9812,NA,
20220725,GRN_P1,2.5,19,100.1,9.28,109.4,7.96,NA,1.9812,NA,
20220725,GRN_P1,3,19,99.1,9.2,109.5,7.96,NA,1.9812,NA,
20220725,GRN_P1,3.5,19,99,9.2,109.5,7.96,NA,1.9812,NA,
20220725,GRN_P1,4,18.9,99,9.19,109.5,7.95,NA,1.9812,NA,
20220725,GRN_P1,4.5,18.9,98.6,9.16,109.5,7.95,NA,1.9812,NA,
20220725,GRN_P1,5,18.9,98.5,9.14,109.5,7.94,NA,1.9812,NA,
20220725,GRN_P1,5.5,18.9,97.2,9.03,109.6,7.93,NA,1.9812,NA,
20220725,GRN_P1,6,18.8,90.1,8.41,109.8,7.91,NA,1.9812,NA,
20220725,GRN_P1,6.5,18.8,88.2,8.24,110,7.89,NA,1.9812,NA,
20220725,GRN_P1,7,18.5,83,7.78,110.3,7.84,NA,1.9812,NA,
20220725,GRN_P1,7.5,18.4,77.8,7.21,110.5,7.81,NA,1.9812,NA,
20220725,GRN_P1,8,18.4,79.8,7.49,110.4,7.75,NA,1.9812,NA,
20220725,GRN_P1,8.5,18.4,74.3,6.81,110.7,7.69,NA,1.9812,NA,
20220725,GRN_P1,9,18.1,62.1,5.91,111.5,7.66,NA,1.9812,NA,
20220725,GRN_P1,9.5,18.1,58.5,5.91,111.9,7.62,NA,1.9812,NA,
20220725,GRN_P1,10,17.9,50.6,4.8,113.1,7.55,NA,1.9812,NA,
20220725,GRN_P2,0,19,100.9,9.35,109.7,7.63,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,0.5,19,100.6,9.32,109.7,7.74,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,1,19,100.3,9.31,109.7,7.83,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,1.5,19,100.5,9.33,109.7,7.88,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,2,19,100.6,9.33,109.7,7.91,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,2.5,19,100.6,9.34,109.7,7.94,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,3,19,100.6,9.33,109.7,7.95,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,3.5,19,100.5,9.33,109.7,7.95,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,4,19,100.6,9.33,109.7,7.96,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,4.5,19,100.6,9.34,109.7,7.97,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,5,19,100.6,9.34,109.8,7.97,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,5.5,19,100.7,9.34,109.7,7.97,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,6,19,100.6,9.34,109.7,7.97,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,6.5,19,100.7,9.35,109.8,7.98,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,7,18.9,100.7,9.35,109.8,7.98,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,7.5,18.9,100.8,9.36,109.8,7.98,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,8,18.9,100.7,9.36,109.8,7.99,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,8.5,18.9,100.7,9.36,109.7,7.99,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,9,18.9,100.5,9.35,109.7,7.99,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,9.5,18.9,100.5,9.34,109.8,7.99,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P2,10,18.9,100.3,9.32,109.8,7.99,NA,2.286,NA,YSI @ ANGLE 
20220725,GRN_P3,0,19.1,100.3,9.28,110.3,6.87,NA,2.5908,NA,
20220725,GRN_P3,0.5,19.1,100.1,9.27,110.3,6.91,NA,2.5908,NA,
20220725,GRN_P3,1,19.1,100.1,9.26,110.2,6.95,NA,2.5908,NA,
20220725,GRN_P3,1.5,19.1,99.8,9.24,110.2,7.03,NA,2.5908,NA,
20220725,GRN_P3,2,19.1,99.6,9.23,110.2,7.08,NA,2.5908,NA,
20220725,GRN_P3,2.5,19.1,99.6,9.22,110.1,7.18,NA,2.5908,NA,
20220725,GRN_P3,3,19.1,99.6,9.22,110.1,7.34,NA,2.5908,NA,
20220725,GRN_P3,3.5,19.1,99.5,9.21,110.2,7.46,NA,2.5908,NA,
20220725,GRN_P3,4,19.1,99.2,9.19,110.2,7.49,NA,2.5908,NA,
20220725,GRN_P3,4.5,19.1,99.2,9.19,110.2,7.52,NA,2.5908,NA,
20220725,GRN_P3,5,19.1,99.1,9.18,110.2,7.55,NA,2.5908,NA,
20220725,GRN_P3,5.5,19.1,99.2,9.19,110.2,7.58,NA,2.5908,NA,
20220725,GRN_P3,6,19,99.1,9.18,110.2,7.61,NA,2.5908,NA,
20220725,GRN_P3,6.5,19,99.1,9.18,110.2,7.63,NA,2.5908,NA,
20220725,GRN_P3,7,19,99.1,9.18,110.2,7.64,NA,2.5908,NA,
20220725,GRN_P3,7.5,19,98.9,9.16,110.2,7.65,NA,2.5908,NA,
20220725,GRN_P3,8,19,98.9,9.16,110.2,7.66,NA,2.5908,NA,
20220725,GRN_P3,8.5,19,98.8,9.16,110.3,7.67,NA,2.5908,NA,
20220725,GRN_P3,9,19,98.7,9.14,110.3,7.68,NA,2.5908,NA,
20220725,GRN_P3,9.5,19,98.5,9.13,110.4,7.69,NA,2.5908,NA,
20220725,GRN_P3,10,18.9,97.6,9.1,110.4,7.7,NA,2.5908,NA,
20220726,WHE_P1,0,19.3,96.5,8.86,1088,8.4,NA,0.8382,NA,
20220726,WHE_P1,0.5,19.3,95.9,8.82,1088,8.5,NA,0.8382,NA,
20220726,WHE_P1,1,19.3,95.7,8.8,1088,8.52,NA,0.8382,NA,
20220726,WHE_P1,1.5,19.3,95.6,8.79,1088,8.52,NA,0.8382,NA,
20220726,WHE_P1,2,19.3,95.4,8.78,1088,8.52,NA,0.8382,NA,
20220726,WHE_P1,2.5,19.2,95.2,8.76,1088,8.52,NA,0.8382,NA,
20220726,WHE_P1,3,19.2,95.1,8.75,1088,8.53,NA,0.8382,NA,
20220726,WHE_P1,3.5,19.2,95.2,8.76,1088,8.53,NA,0.8382,NA,
20220726,WHE_P1,4,19.2,95.2,8.76,1088,8.53,NA,0.8382,NA,
20220726,WHE_P1,4.5,19.2,95,8.74,1088,8.53,NA,0.8382,NA,
20220726,WHE_P1,5,19.2,94.8,8.73,1088,8.53,NA,0.8382,NA,
20220726,WHE_P2,0,18.9,100.9,9.32,1088,8.5,NA,2.7432,NA,
20220726,WHE_P2,0.5,19,100.9,9.33,1088,8.5,NA,2.7432,NA,
20220726,WHE_P2,1,19,100.9,9.33,1088,8.5,NA,2.7432,NA,
20220726,WHE_P2,1.5,19,101.1,9.33,1088,8.49,NA,2.7432,NA,
20220726,WHE_P2,2,19,101.5,9.39,1088,8.48,NA,2.7432,NA,
20220726,WHE_P2,2.5,19,102.5,9.54,1088,8.48,NA,2.7432,NA,
20220726,WHE_P2,3,19,103.5,9.59,1088,8.48,NA,2.7432,NA,Hit bottom 
20220726,WHE_P2,3.5,NA,NA,NA,NA,NA,NA,2.7432,NA,
20220726,WHE_P3 ,0,18.9,107.6,9.92,1079,8.76,NA,1.0668,NA,
20220726,WHE_P3 ,0.5,19,106.2,9.82,1080,8.8,NA,1.0668,NA,
20220726,WHE_P3 ,1,18.9,106.1,9.82,1080,8.82,NA,1.0668,NA,
20220726,WHE_P3 ,1.5,19,106.1,9.83,1080,8.82,NA,1.0668,NA,
20220726,WHE_P3 ,2,19,106.3,9.83,1080,8.82,NA,1.0668,NA,
20220726,WHE_P3 ,2.5,19,106,9.81,1080,8.82,NA,1.0668,NA,
20220726,WHE_P3 ,3,18.9,105.9,9.89,1080,8.82,NA,1.0668,NA,
20220726,WHE_P3 ,3.5,18.8,106.4,9.88,1080,8.82,NA,1.0668,NA,Hit bottom 
20220726,GRY_P1,0,23.2,123.8,10.62,604,8.6,NA,2.4384,16.4592,
20220726,GRY_P1,0.5,23,124.3,10.66,604,8.55,NA,2.4384,16.4592,
20220726,GRY_P1,1,23,124.5,10.67,604,8.51,NA,2.4384,16.4592,
20220726,GRY_P1,1.5,22.9,123.9,10.62,604,8.47,NA,2.4384,16.4592,
20220726,GRY_P1,2,22.9,124.4,10.66,604,8.45,NA,2.4384,16.4592,
20220726,GRY_P1,2.5,22.9,124,10.54,604,8.43,NA,2.4384,16.4592,
20220726,GRY_P1,3,22.9,123,10.56,604,8.43,NA,2.4384,16.4592,
20220726,GRY_P1,3.5,22.8,121.7,10.47,604,8.42,NA,2.4384,16.4592,
20220726,GRY_P1,4,22.8,120.4,10.37,604,8.42,NA,2.4384,16.4592,
20220726,GRY_P1,4.5,22.8,119.4,10.27,605,8.41,NA,2.4384,16.4592,
20220726,GRY_P1,5,22.7,112.7,9.71,605,8.38,NA,2.4384,16.4592,
20220726,GRY_P1,5.5,22.6,111.8,9.64,605,8.38,NA,2.4384,16.4592,
20220726,GRY_P1,6,22.5,111.1,9.66,605,8.38,NA,2.4384,16.4592,
20220726,GRY_P1,6.5,22.5,111.9,9.62,605,8.38,NA,2.4384,16.4592,
20220726,GRY_P1,7,22.5,108.5,9.38,605,8.39,NA,2.4384,16.4592,
20220726,GRY_P1,7.5,22.4,107.6,9.3,605,8.37,NA,2.4384,16.4592,
20220726,GRY_P1,8,22.4,107.6,9.34,605,8.37,NA,2.4384,16.4592,
20220726,GRY_P1,8.5,22.4,109,9.42,605,8.39,NA,2.4384,16.4592,
20220726,GRY_P1,9,22.4,107,9.31,605,8.37,NA,2.4384,16.4592,
20220726,GRY_P1,9.5,22.3,104,9.06,605,8.35,NA,2.4384,16.4592,
20220726,GRY_P1,10,21.2,102.8,9,605,8.29,NA,2.4384,16.4592,
20220726,GRY_P2,0,23.1,126,10.77,604,8.5,NA,2.5908,13.68552,
20220726,GRY_P2,0.5,23.1,126.2,10.78,604,8.5,NA,2.5908,13.68552,
20220726,GRY_P2,1,23.1,125.9,10.76,604,8.5,NA,2.5908,13.68552,
20220726,GRY_P2,1.5,23.1,125.6,10.71,604,8.52,NA,2.5908,13.68552,
20220726,GRY_P2,2,23.1,125.1,10.69,604,8.51,NA,2.5908,13.68552,
20220726,GRY_P2,2.5,23.1,125.3,10.71,604,8.5,NA,2.5908,13.68552,
20220726,GRY_P2,3,23.1,124.7,10.66,604,8.5,NA,2.5908,13.68552,
20220726,GRY_P2,3.5,23.1,124.5,10.64,604,8.49,NA,2.5908,13.68552,
20220726,GRY_P2,4,23.1,124.4,10.63,604,8.48,NA,2.5908,13.68552,
20220726,GRY_P2,4.5,23.1,124.3,10.61,604,8.47,NA,2.5908,13.68552,
20220726,GRY_P2,5,23,122.1,10.49,604,8.46,NA,2.5908,13.68552,
20220726,GRY_P2,5.5,23,120.8,10.39,604,8.45,NA,2.5908,13.68552,
20220726,GRY_P2,6,22.8,115.2,9.94,604,8.42,NA,2.5908,13.68552,
20220726,GRY_P2,6.5,22.9,117.8,10.13,604,8.42,NA,2.5908,13.68552,
20220726,GRY_P2,7,22.9,113,9.71,605,8.41,NA,2.5908,13.68552,
20220726,GRY_P2,7.5,22.8,112.4,9.62,605,8.38,NA,2.5908,13.68552,
20220726,GRY_P2,8,22.7,111.1,9.57,604,8.37,NA,2.5908,13.68552,
20220726,GRY_P2,8.5,22.6,105.8,9.13,605,8.36,NA,2.5908,13.68552,
20220726,GRY_P2,9,22.3,85.3,7.86,607,8.3,NA,2.5908,13.68552,
20220726,GRY_P2,9.5,22.3,60.9,5.67,608,8.2,NA,2.5908,13.68552,
20220726,GRY_P2,10,21.9,25.2,3.5,609,8.08,NA,2.5908,13.68552,
20220726,GRY_P3,0,23.5,128.7,10.69,604,8.48,NA,2.5146,10.63752,
20220726,GRY_P3,0.5,23.5,126,10.68,604,8.48,NA,2.5146,10.63752,
20220726,GRY_P3,1,23.5,126,10.68,604,8.48,NA,2.5146,10.63752,
20220726,GRY_P3,1.5,23.5,125.9,10.68,604,8.47,NA,2.5146,10.63752,
20220726,GRY_P3,2,23.5,126,10.68,604,8.47,NA,2.5146,10.63752,
20220726,GRY_P3,2.5,23.5,125.9,10.67,604,8.47,NA,2.5146,10.63752,
20220726,GRY_P3,3,23.5,125.4,10.63,604,8.47,NA,2.5146,10.63752,
20220726,GRY_P3,3.5,23.5,124.8,10.59,604,8.47,NA,2.5146,10.63752,
20220726,GRY_P3,4,23.5,124.8,10.57,604,8.46,NA,2.5146,10.63752,
20220726,GRY_P3,4.5,23.5,124.3,10.56,605,8.46,NA,2.5146,10.63752,
