Site_ID_pseudonym,Reservoir_ID,Reservoir_Name,Sample_ID,Collection_Date,Species_Name,biomass_ugL,Count,Size,Functional_Group,Trophic_Group,Feeding_Type,FTG_Combined,Trophic_Group_General
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Daphnia_pulicaria,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Daphnia_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Diaphanosoma_birgei,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Ceriodaphnia_reticulata,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Moina_spp,NA,8.06E-05,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Bosmina_longirostris,0.002211205,0.001893372,0.364,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Macrothrix_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Kurzia_latissima,NA,4.03E-05,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Leydlgla_quadrangularis,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Chydorus_sphaericus,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Leptodora_kindti,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Pseudo_chydorus_globosus,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Polyphemus_pediculus,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Holopedium_gibberum,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Calanoida_general,0.002235903,0.000725121,0.836,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Leptodiaptomus_ashlandi,NA,NA,NA,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,H_Shoshone,NA,NA,NA,Calanoida,Omnivore,Raptorial,Omnivore_ Raptorial,Omnivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Cyclopoida_general,0.0261408,0.007452633,0.903,Cyclopoida,Omnivore,Raptorial,Omnivore _ Raptorial,Omnivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Cyclops_bicuspidatus_thomasi,0.003703847,0.001571096,0.817,Cyclopoida,Omnivore carnivore,Raptorial,Omnivore carnivore_ Raptorial,Omnivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Eucyclops_spp,NA,NA,NA,Cyclopoida,Omnivore herbivore,Raptorial,Omnivore herbivore_ Raptorial,Omnivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Notholca_spp,NA,NA,NA,Rotifera,Herbivore,R-Filtration,Herbivore_ R-Filtration,Herbivore_Rotifer
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Polyarthra_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Ascomorpha_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Keratella_cochlearis,4.14E-13,0.01893372,0.103,Rotifera,Omnivore,R-Filtration,Omnivore_ R-Filtration,Omnivore_Rotifer
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Asplanchna_spp,NA,NA,NA,Rotifera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore_Rotifer
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Amphipoda_general,NA,NA,NA,Amphipoda,NA,NA,NA_ NA,NA
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Mites_general,NA,NA,NA,Arachnida,NA,NA,NA_ NA,NA
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Alpine_general,NA,NA,NA,Alpine,NA,NA,NA_ NA,NA
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Daphnia_middenorfiana,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Nauplii_general,0.003368869,0.05841253,0.135,Nauplii,NA,NA,NA_ NA,Nauplii
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Ostracod,NA,NA,NA,Ostrocoda,NA,NA,NA_ NA,NA
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Daphnia_Retrocurva,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Eubosmina_coregoni,NA,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Snail_spp,NA,NA,NA,Gastropoda,NA,NA,NA_ NA,NA
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Diptera_spp,NA,NA,NA,Insecta,NA,NA,NA_ NA,NA
B,GRN,Granite,GRN_P2_20220725,7/25/2022,Gastropus_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Cladocera_general,0.013492,0.005965429,0.758,Cladocera,Herbivore,G-Filtration,Herbivore_ G-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Daphnia_galeata_mendote,0.06498496,0.01054042,1.079,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Daphnia_pulex,0.1621786,0.01556394,1.298,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Daphnia_schodleri,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Daphnia_pulicaria,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Daphnia_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Diaphanosoma_birgei,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Ceriodaphnia_reticulata,NA,0.008163218,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Moina_spp,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Bosmina_longirostris,0.01171189,0.009688215,0.369,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Macrothrix_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Kurzia_latissima,NA,4.49E-05,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Leydlgla_quadrangularis,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Chydorus_sphaericus,NA,4.49E-05,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Leptodora_kindti,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Pseudo_chydorus_globosus,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Polyphemus_pediculus,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Holopedium_gibberum,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Calanoida_general,0.004018941,0.001121321,0.886,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Leptodiaptomus_ashlandi,NA,NA,NA,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,H_Shoshone,NA,NA,NA,Calanoida,Omnivore,Raptorial,Omnivore_ Raptorial,Omnivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Cyclopoida_general,0.01254194,0.01022645,0.693,Cyclopoida,Omnivore,Raptorial,Omnivore _ Raptorial,Omnivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Cyclops_bicuspidatus_thomasi,0.003377562,0.001076468,0.878,Cyclopoida,Omnivore carnivore,Raptorial,Omnivore carnivore_ Raptorial,Omnivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Eucyclops_spp,NA,NA,NA,Cyclopoida,Omnivore herbivore,Raptorial,Omnivore herbivore_ Raptorial,Omnivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Notholca_spp,NA,NA,NA,Rotifera,Herbivore,R-Filtration,Herbivore_ R-Filtration,Herbivore_Rotifer
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Polyarthra_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Ascomorpha_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Keratella_cochlearis,3.74E-13,0.01928672,0.099,Rotifera,Omnivore,R-Filtration,Omnivore_ R-Filtration,Omnivore_Rotifer
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Asplanchna_spp,NA,NA,NA,Rotifera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore_Rotifer
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Amphipoda_general,NA,NA,NA,Amphipoda,NA,NA,NA_ NA,NA
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Mites_general,NA,NA,NA,Arachnida,NA,NA,NA_ NA,NA
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Alpine_general,NA,NA,NA,Alpine,NA,NA,NA_ NA,NA
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Daphnia_middenorfiana,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Nauplii_general,0.002805298,0.026822,0.173,Nauplii,NA,NA,NA_ NA,Nauplii
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Ostracod,NA,NA,NA,Ostrocoda,NA,NA,NA_ NA,NA
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Daphnia_Retrocurva,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Eubosmina_coregoni,NA,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Snail_spp,NA,NA,NA,Gastropoda,NA,NA,NA_ NA,NA
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Diptera_spp,NA,NA,NA,Insecta,NA,NA,NA_ NA,NA
B,GRN,Granite,GRN_P2_20220815,8/15/2022,Gastropus_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Cladocera_general,0.04646892,0.004152626,1.331,Cladocera,Herbivore,G-Filtration,Herbivore_ G-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Daphnia_galeata_mendote,0.02021521,0.001845612,1.321,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Daphnia_pulex,0.03448189,0.003397603,1.286,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Daphnia_schodleri,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Daphnia_pulicaria,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Daphnia_rosea,NA,0.000125837,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Diaphanosoma_birgei,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Ceriodaphnia_reticulata,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Moina_spp,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Bosmina_longirostris,0.01550733,0.006291858,0.489,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Macrothrix_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Kurzia_latissima,NA,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Leydlgla_quadrangularis,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Chydorus_sphaericus,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Leptodora_kindti,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Pseudo_chydorus_globosus,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Polyphemus_pediculus,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Holopedium_gibberum,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Calanoida_general,0.00260683,0.000629186,0.937,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Leptodiaptomus_ashlandi,NA,NA,NA,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,H_Shoshone,NA,NA,NA,Calanoida,Omnivore,Raptorial,Omnivore_ Raptorial,Omnivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Cyclopoida_general,0.0660662,0.01170286,1.018,Cyclopoida,Omnivore,Raptorial,Omnivore _ Raptorial,Omnivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Cyclops_bicuspidatus_thomasi,0.008371973,0.001258372,1.061,Cyclopoida,Omnivore carnivore,Raptorial,Omnivore carnivore_ Raptorial,Omnivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Eucyclops_spp,NA,NA,NA,Cyclopoida,Omnivore herbivore,Raptorial,Omnivore herbivore_ Raptorial,Omnivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Notholca_spp,NA,NA,NA,Rotifera,Herbivore,R-Filtration,Herbivore_ R-Filtration,Herbivore_Rotifer
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Polyarthra_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Ascomorpha_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Keratella_cochlearis,4.73E-13,0.009395841,0.136,Rotifera,Omnivore,R-Filtration,Omnivore_ R-Filtration,Omnivore_Rotifer
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Asplanchna_spp,NA,NA,NA,Rotifera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore_Rotifer
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Amphipoda_general,NA,NA,NA,Amphipoda,NA,NA,NA_ NA,NA
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Mites_general,NA,NA,NA,Arachnida,NA,NA,NA_ NA,NA
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Alpine_general,NA,NA,NA,Alpine,NA,NA,NA_ NA,NA
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Daphnia_middenorfiana,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Nauplii_general,0.001572738,0.01786888,0.161,Nauplii,NA,NA,NA_ NA,Nauplii
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Ostracod,NA,NA,NA,Ostrocoda,NA,NA,NA_ NA,NA
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Daphnia_Retrocurva,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Eubosmina_coregoni,NA,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Snail_spp,NA,NA,NA,Gastropoda,NA,NA,NA_ NA,NA
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Diptera_spp,NA,NA,NA,Insecta,NA,NA,NA_ NA,NA
C,GRN,Granite,GRN_P3_20220701,7/1/2022,Gastropus_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Cladocera_general,0.01017348,0.001754245,1.056,Cladocera,Herbivore,G-Filtration,Herbivore_ G-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Daphnia_galeata_mendote,0.01139026,0.002312413,0.997,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Daphnia_pulex,0.01747286,0.002192806,1.181,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Daphnia_schodleri,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Daphnia_pulicaria,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Daphnia_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Diaphanosoma_birgei,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Ceriodaphnia_reticulata,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Moina_spp,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Bosmina_longirostris,0.004049405,0.003109797,0.38,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Macrothrix_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Kurzia_latissima,NA,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Leydlgla_quadrangularis,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Chydorus_sphaericus,0.000236027,0.000239215,0.286,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Leptodora_kindti,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Pseudo_chydorus_globosus,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Polyphemus_pediculus,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Holopedium_gibberum,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Calanoida_general,0.003561349,0.000956861,0.899,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Leptodiaptomus_ashlandi,NA,NA,NA,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,H_Shoshone,NA,NA,NA,Calanoida,Omnivore,Raptorial,Omnivore_ Raptorial,Omnivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Cyclopoida_general,0.01953846,0.0104856,0.77,Cyclopoida,Omnivore,Raptorial,Omnivore _ Raptorial,Omnivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Cyclops_bicuspidatus_thomasi,0.004021167,0.001275814,0.879,Cyclopoida,Omnivore carnivore,Raptorial,Omnivore carnivore_ Raptorial,Omnivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Eucyclops_spp,NA,NA,NA,Cyclopoida,Omnivore herbivore,Raptorial,Omnivore herbivore_ Raptorial,Omnivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Notholca_spp,NA,NA,NA,Rotifera,Herbivore,R-Filtration,Herbivore_ R-Filtration,Herbivore_Rotifer
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Polyarthra_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Ascomorpha_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Keratella_cochlearis,1.03E-12,0.04561036,0.104,Rotifera,Omnivore,R-Filtration,Omnivore_ R-Filtration,Omnivore_Rotifer
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Asplanchna_spp,NA,NA,NA,Rotifera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore_Rotifer
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Amphipoda_general,NA,NA,NA,Amphipoda,NA,NA,NA_ NA,NA
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Mites_general,NA,NA,NA,Arachnida,NA,NA,NA_ NA,NA
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Alpine_general,NA,NA,NA,Alpine,NA,NA,NA_ NA,NA
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Daphnia_middenorfiana,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Nauplii_general,0.004095239,0.08707433,0.124,Nauplii,NA,NA,NA_ NA,Nauplii
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Ostracod,NA,NA,NA,Ostrocoda,NA,NA,NA_ NA,NA
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Daphnia_Retrocurva,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Eubosmina_coregoni,NA,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Snail_spp,NA,NA,NA,Gastropoda,NA,NA,NA_ NA,NA
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Diptera_spp,NA,NA,NA,Insecta,NA,NA,NA_ NA,NA
C,GRN,Granite,GRN_P3_20220725,7/25/2022,Gastropus_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
C,GRN,Granite,GRN_P3_20220815,8/15/2022,Cladocera_general,NA,0.001660801,NA,Cladocera,Herbivore,G-Filtration,Herbivore_ G-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220815,8/15/2022,Daphnia_galeata_mendote,0.05545305,0.005909363,1.251,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220815,8/15/2022,Daphnia_pulex,0.02435179,0.004712041,1.014,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
C,GRN,Granite,GRN_P3_20220815,8/15/2022,Daphnia_schodleri,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
