,Site_ID_pseudonym,Reservoir_ID,Reservoir_Name,Sample_ID,Site_ID,DUP,Collection_Date,Species_Name,biomass_ugL,Count,Size,Functional_Group,Trophic_Group,Feeding_Type,FTG_Combined,Trophic_Group_General
1654,A,GRN,Granite,GRN_P1_20220725,P1,,7/25/2022,Gastropus_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
1655,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Cladocera_general,0.008627784,0.008000419,0.584,Cladocera,Herbivore,G-Filtration,Herbivore_ G-Filtration,Herbivore
1656,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Daphnia_galeata_mendote,0.03210473,0.003255984,1.273,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1657,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Daphnia_pulex,0.06123237,0.01027961,1.066,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1658,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Daphnia_schodleri,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1659,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Daphnia_pulicaria,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1660,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Daphnia_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1661,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Diaphanosoma_birgei,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
1662,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Ceriodaphnia_reticulata,NA,0.00023257,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1663,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Moina_spp,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1664,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Bosmina_longirostris,0.01256372,0.007767849,0.414,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
1665,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Macrothrix_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1666,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Kurzia_latissima,NA,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
1667,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Leydlgla_quadrangularis,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
1668,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Chydorus_sphaericus,NA,0.000186056,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
1669,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Leptodora_kindti,NA,4.65E-05,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
1670,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Pseudo_chydorus_globosus,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
1671,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Polyphemus_pediculus,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
1672,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Holopedium_gibberum,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
1673,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Calanoida_general,0.002845451,0.000837253,0.868,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
1674,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Leptodiaptomus_ashlandi,NA,NA,NA,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
1675,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,H_Shoshone,NA,NA,NA,Calanoida,Omnivore,Raptorial,Omnivore_ Raptorial,Omnivore
1676,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Cyclopoida_general,0.02295492,0.01032612,0.805,Cyclopoida,Omnivore,Raptorial,Omnivore _ Raptorial,Omnivore
1677,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Cyclops_bicuspidatus_thomasi,0.001355584,0.000790739,0.754,Cyclopoida,Omnivore carnivore,Raptorial,Omnivore carnivore_ Raptorial,Omnivore
1678,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Eucyclops_spp,NA,NA,NA,Cyclopoida,Omnivore herbivore,Raptorial,Omnivore herbivore_ Raptorial,Omnivore
1679,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Notholca_spp,NA,NA,NA,Rotifera,Herbivore,R-Filtration,Herbivore_ R-Filtration,Herbivore_Rotifer
1680,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Polyarthra_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
1681,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Ascomorpha_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
1682,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Keratella_cochlearis,5.13E-13,0.0234896,0.103,Rotifera,Omnivore,R-Filtration,Omnivore_ R-Filtration,Omnivore_Rotifer
1683,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Asplanchna_spp,NA,NA,NA,Rotifera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore_Rotifer
1684,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Amphipoda_general,NA,NA,NA,Amphipoda,NA,NA,NA_ NA,NA
1685,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Mites_general,NA,NA,NA,Arachnida,NA,NA,NA_ NA,NA
1686,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Alpine_general,NA,NA,NA,Alpine,NA,NA,NA_ NA,NA
1687,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Daphnia_middenorfiana,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1688,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Nauplii_general,0.002595388,0.03790896,0.145,Nauplii,NA,NA,NA_ NA,Nauplii
1689,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Ostracod,NA,NA,NA,Ostrocoda,NA,NA,NA_ NA,NA
1690,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Daphnia_Retrocurva,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1691,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Eubosmina_coregoni,NA,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
1692,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Snail_spp,NA,NA,NA,Gastropoda,NA,NA,NA_ NA,NA
1693,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Diptera_spp,NA,NA,NA,Insecta,NA,NA,NA_ NA,NA
1694,A,GRN,Granite,GRN_P1_20220815,P1,,8/15/2022,Gastropus_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
1695,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Cladocera_general,0.01116776,0.003338547,0.87,Cladocera,Herbivore,G-Filtration,Herbivore_ G-Filtration,Herbivore
1696,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Daphnia_galeata_mendote,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1697,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Daphnia_pulex,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1698,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Daphnia_schodleri,0.002387945,0.000172684,1.434,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1699,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Daphnia_pulicaria,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1700,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Daphnia_rosea,0.000710839,5.76E-05,1.378,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1701,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Diaphanosoma_birgei,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
1702,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Ceriodaphnia_reticulata,0.009164779,0.000863417,0.862,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1703,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Moina_spp,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1704,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Bosmina_longirostris,0.001793618,0.001323907,0.386,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
1705,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Macrothrix_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1706,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Kurzia_latissima,0.000100993,5.76E-05,0.335,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
1707,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Leydlgla_quadrangularis,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
1708,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Chydorus_sphaericus,2.71E-05,0.000115122,0.193,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
1709,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Leptodora_kindti,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
1710,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Pseudo_chydorus_globosus,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
1711,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Polyphemus_pediculus,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
1712,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Holopedium_gibberum,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
1713,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Calanoida_general,0.006155582,0.00397172,0.641,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
1714,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Leptodiaptomus_ashlandi,NA,NA,NA,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
1715,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,H_Shoshone,NA,NA,NA,Calanoida,Omnivore,Raptorial,Omnivore_ Raptorial,Omnivore
1716,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Cyclopoida_general,0.01310846,0.01369955,0.651,Cyclopoida,Omnivore,Raptorial,Omnivore _ Raptorial,Omnivore
1717,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Cyclops_bicuspidatus_thomasi,0.002836762,0.001439029,0.781,Cyclopoida,Omnivore carnivore,Raptorial,Omnivore carnivore_ Raptorial,Omnivore
1718,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Eucyclops_spp,NA,NA,NA,Cyclopoida,Omnivore herbivore,Raptorial,Omnivore herbivore_ Raptorial,Omnivore
1719,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Notholca_spp,NA,NA,NA,Rotifera,Herbivore,R-Filtration,Herbivore_ R-Filtration,Herbivore_Rotifer
1720,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Polyarthra_spp,NA,0.001266345,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
1721,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Ascomorpha_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
1722,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Keratella_cochlearis,1.42E-12,0.06867046,0.101,Rotifera,Omnivore,R-Filtration,Omnivore_ R-Filtration,Omnivore_Rotifer
1723,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Asplanchna_spp,NA,0.001266345,NA,Rotifera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore_Rotifer
1724,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Amphipoda_general,NA,NA,NA,Amphipoda,NA,NA,NA_ NA,NA
1725,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Mites_general,NA,NA,NA,Arachnida,NA,NA,NA_ NA,NA
1726,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Alpine_general,NA,NA,NA,Alpine,NA,NA,NA_ NA,NA
1727,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Daphnia_middenorfiana,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1728,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Nauplii_general,0.001738038,0.01945567,0.162,Nauplii,NA,NA,NA_ NA,Nauplii
1729,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Ostracod,NA,NA,NA,Ostrocoda,NA,NA,NA_ NA,NA
1730,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Daphnia_Retrocurva,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1731,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Eubosmina_coregoni,NA,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
1732,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Snail_spp,NA,NA,NA,Gastropoda,NA,NA,NA_ NA,NA
1733,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Diptera_spp,NA,NA,NA,Insecta,NA,NA,NA_ NA,NA
1734,A,GRN,Granite,GRN_P1_20221019,P1,,10/19/2022,Gastropus_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
1735,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Cladocera_general,0.000652703,0.001891295,0.391,Cladocera,Herbivore,G-Filtration,Herbivore_ G-Filtration,Herbivore
1736,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Daphnia_galeata_mendote,0.007312433,0.001274568,1.052,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1737,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Daphnia_pulex,0.06411446,0.009744281,1.104,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1738,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Daphnia_schodleri,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1739,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Daphnia_pulicaria,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1740,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Daphnia_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1741,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Diaphanosoma_birgei,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
1742,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Ceriodaphnia_reticulata,0.01017828,0.004111511,0.543,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1743,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Moina_spp,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1744,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Bosmina_longirostris,0.007807901,0.007277374,0.352,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
1745,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Macrothrix_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1746,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Kurzia_latissima,NA,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
1747,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Leydlgla_quadrangularis,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
1748,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Chydorus_sphaericus,NA,4.11E-05,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
1749,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Leptodora_kindti,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
1750,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Pseudo_chydorus_globosus,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
1751,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Polyphemus_pediculus,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
1752,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Holopedium_gibberum,NA,0.000123345,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
1753,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Calanoida_general,0.002270302,0.000945648,0.759,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
1754,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Leptodiaptomus_ashlandi,NA,NA,NA,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore
1755,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,H_Shoshone,NA,NA,NA,Calanoida,Omnivore,Raptorial,Omnivore_ Raptorial,Omnivore
1756,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Cyclopoida_general,0.01494645,0.0136091,0.674,Cyclopoida,Omnivore,Raptorial,Omnivore _ Raptorial,Omnivore
1757,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Cyclops_bicuspidatus_thomasi,0.001988095,0.000616727,0.884,Cyclopoida,Omnivore carnivore,Raptorial,Omnivore carnivore_ Raptorial,Omnivore
1758,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Rotifera_general,NA,0.004563777,0.166,Rotifera,Omnivore,R-Filtration,Omnivore_ R-Filtration,Omnivore_Rotifer
1759,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Eucyclops_spp,NA,NA,NA,Cyclopoida,Omnivore herbivore,Raptorial,Omnivore herbivore_ Raptorial,Omnivore
1760,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Notholca_spp,NA,NA,NA,Rotifera,Herbivore,R-Filtration,Herbivore_ R-Filtration,Herbivore_Rotifer
1761,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Polyarthra_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
1762,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Ascomorpha_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
1763,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Keratella_cochlearis,5.17E-13,0.02051644,0.108,Rotifera,Omnivore,R-Filtration,Omnivore_ R-Filtration,Omnivore_Rotifer
1764,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Asplanchna_spp,NA,NA,NA,Rotifera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore_Rotifer
1765,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Amphipoda_general,NA,NA,NA,Amphipoda,NA,NA,NA_ NA,NA
1766,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Mites_general,NA,NA,NA,Arachnida,NA,NA,NA_ NA,NA
1767,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Alpine_general,NA,NA,NA,Alpine,NA,NA,NA_ NA,NA
1768,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Daphnia_middenorfiana,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1769,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Nauplii_general,0.001807161,0.0263959,0.145,Nauplii,NA,NA,NA_ NA,Nauplii
1770,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Ostracod,NA,NA,NA,Ostrocoda,NA,NA,NA_ NA,NA
1771,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Daphnia_Retrocurva,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1772,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Eubosmina_coregoni,NA,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
1773,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Snail_spp,NA,NA,NA,Gastropoda,NA,NA,NA_ NA,NA
1774,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Diptera_spp,NA,NA,NA,Insecta,NA,NA,NA_ NA,NA
1775,A,GRN,Granite,GRN_P1_DUP_20220815,P1,DUP,8/15/2022,Gastropus_spp,NA,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer
1776,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Cladocera_general,NA,0.000974304,NA,Cladocera,Herbivore,G-Filtration,Herbivore_ G-Filtration,Herbivore
1777,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Daphnia_galeata_mendote,0.01226566,0.00207569,1.063,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1778,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Daphnia_pulex,0.07850689,0.009573591,1.193,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1779,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Daphnia_schodleri,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1780,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Daphnia_pulicaria,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1781,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Daphnia_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1782,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Diaphanosoma_birgei,NA,NA,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
1783,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Ceriodaphnia_reticulata,0.01080831,0.00457499,0.535,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1784,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Moina_spp,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1785,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Bosmina_longirostris,0.01296783,0.007074291,0.435,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
1786,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Macrothrix_rosea,NA,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore
1787,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Kurzia_latissima,NA,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore
1788,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Leydlgla_quadrangularis,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
1789,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Chydorus_sphaericus,NA,0.000169444,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
1790,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Leptodora_kindti,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
1791,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Pseudo_chydorus_globosus,NA,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore
1792,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Polyphemus_pediculus,NA,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore
1793,A,GRN,Granite,GRN_P1_DUP_pDUP_20220815,P1,DUP_pDUP,8/15/2022,Holopedium_gibberum,NA,0.000211805,NA,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore
